,Number of Certified Beds,Number of Residents in Certified Beds,Total Weighted Health Survey Score,Adjusted Total Nurse Staffing Hours per Resident per Day,Number of Facility Reported Incidents,Number of Substantiated Complaints,Total Number of Penalties,clusters,cluster
12800,90,69,132.5,4.2236,15,8,1,5,v.dark purple
12801,37,37,73.667,1.51938,0,2,0,0,pink
12802,373,360,65.333,3.44251,0,25,0,4,dark purple
12803,315,261,117.333,3.90785,0,8,1,4,dark purple
12804,112,84,68.5,4.81657,0,9,1,2,light purple
12805,39,35,4.0,3.85359,0,0,0,0,pink
12806,80,66,20.0,3.58592,3,0,0,0,pink
12807,67,59,44.0,4.52134,7,5,0,0,pink
12808,240,172,52.333,3.84102,0,4,0,1,v.light purple
12809,45,33,28.667,4.85117,0,0,0,0,pink
12810,96,84,27.333,3.43526,0,0,0,2,light purple
12811,44,39,1.333,3.76907,1,0,0,0,pink
12812,46,34,33.333,3.87873,0,0,0,0,pink
12813,60,45,44.667,3.05158,0,1,2,0,pink
12814,180,170,44.667,3.77355,0,15,0,1,v.light purple
12815,102,50,18.667,4.08817,0,6,0,0,pink
12816,240,145,56.667,4.39873,0,7,0,1,v.light purple
12817,98,83,26.667,3.6203,0,1,0,2,light purple
12818,240,221,72.0,3.70385,0,22,0,1,v.light purple
12819,30,19,49.333,3.71173,1,12,0,0,pink
12820,123,89,84.0,3.58759,20,10,0,2,light purple
12821,158,134,21.333,5.04828,1,2,0,1,v.light purple
12822,180,178,59.333,3.24799,0,10,1,1,v.light purple
12823,85,55,341.0,2.86484,0,23,0,3,purple
12824,166,107,43.333,5.27645,0,1,0,2,light purple
12825,30,28,6.667,4.99195,0,0,0,0,pink
12826,124,112,47.333,3.67626,0,17,0,2,light purple
12827,44,40,10.0,3.78335,0,2,0,0,pink
12828,50,41,56.333,3.86557,2,3,0,0,pink
12829,64,59,10.0,4.74016,0,0,0,0,pink
12830,46,39,32.333,3.29672,2,0,0,0,pink
12831,43,41,89.333,4.27151,5,6,2,0,pink
12832,200,183,32.667,6.03746,0,0,1,1,v.light purple
12833,31,24,72.667,4.39072,0,1,0,0,pink
12834,110,85,30.667,3.80146,2,1,2,2,light purple
12835,216,195,124.0,4.43723,0,14,0,1,v.light purple
12836,115,75,34.0,3.8814,0,8,1,2,light purple
12837,196,157,131.333,3.41858,0,16,1,1,v.light purple
12838,60,51,10.0,3.96557,0,0,0,0,pink
12839,32,29,30.0,4.06434,0,0,0,0,pink
12840,41,41,56.667,2.73403,0,4,1,0,pink
12841,135,122,34.667,5.63013,0,0,0,2,light purple
12842,100,83,42.667,4.2052,0,4,1,2,light purple
12843,180,144,34.667,3.3852,0,0,0,1,v.light purple
12844,128,115,46.667,2.98113,0,0,0,2,light purple
12845,60,42,22.667,8.06061,0,3,0,0,pink
12846,60,59,24.667,3.57521,0,0,0,0,pink
12847,100,99,29.333,4.62576,0,0,0,2,light purple
12848,60,54,28.667,3.72552,0,2,0,0,pink
12849,120,111,59.333,3.9991,0,19,0,2,light purple
12850,93,81,18.667,3.19748,0,0,0,2,light purple
12851,60,57,18.0,3.4483,0,0,0,0,pink
12852,113,99,86.0,4.31906,0,2,0,2,light purple
12853,129,100,11.333,4.4626,0,2,0,2,light purple
12854,130,98,75.333,3.40023,0,3,0,2,light purple
12855,60,54,46.0,3.10778,0,12,0,0,pink
12856,120,105,12.667,3.48638,0,1,0,2,light purple
12857,118,96,74.0,3.69238,0,2,0,2,light purple
12858,105,100,61.333,3.22761,0,9,0,2,light purple
12859,120,100,11.333,3.80755,0,0,0,2,light purple
12860,177,139,139.0,2.7643,0,19,0,5,v.dark purple
12861,180,151,91.333,3.03433,0,9,0,1,v.light purple
12862,60,51,40.0,2.9928,0,2,0,0,pink
12863,180,164,19.333,3.98245,0,0,0,1,v.light purple
12864,98,66,31.333,6.58616,0,2,0,2,light purple
12865,120,102,66.667,2.94035,0,5,0,2,light purple
12866,120,112,79.0,3.48376,0,3,0,2,light purple
12867,40,39,12.667,4.97368,0,4,0,0,pink
12868,60,52,61.333,4.10253,0,12,0,0,pink
12869,90,89,21.333,4.05521,0,4,0,2,light purple
12870,142,120,123.333,2.90895,0,2,0,5,v.dark purple
12871,61,58,32.667,2.80575,0,3,0,0,pink
12872,154,143,40.667,3.45298,0,4,0,1,v.light purple
12873,84,77,150.333,2.86996,0,9,1,5,v.dark purple
12874,240,157,56.0,3.14902,0,5,0,1,v.light purple
12875,120,99,105.333,3.05143,0,7,0,5,v.dark purple
12876,145,128,77.5,3.42908,0,4,2,2,light purple
12877,138,116,52.0,2.53688,0,5,0,2,light purple
12878,60,56,14.0,3.28171,0,0,0,0,pink
12879,150,134,111.667,4.14931,0,7,2,1,v.light purple
12880,116,104,24.0,3.91805,0,9,0,2,light purple
12881,31,26,24.0,4.40681,0,3,0,0,pink
12882,120,75,50.667,3.29307,0,6,0,2,light purple
12883,120,116,15.333,4.44192,0,2,0,2,light purple
12884,120,110,46.0,3.49257,0,6,0,2,light purple
12885,120,113,30.0,4.23481,0,0,0,2,light purple
12886,120,117,66.667,3.09409,0,2,0,2,light purple
12887,117,114,201.667,2.98685,0,6,2,5,v.dark purple
12888,120,100,61.333,3.68725,0,9,1,2,light purple
12889,130,125,240.0,2.2741,0,30,4,5,v.dark purple
12890,190,170,102.667,3.28228,0,16,0,1,v.light purple
12891,57,45,24.0,3.55849,0,0,0,0,pink
12892,180,137,34.667,3.78222,0,0,0,1,v.light purple
12893,130,103,42.0,4.7295,0,5,0,2,light purple
12894,120,105,251.667,3.18249,0,3,1,5,v.dark purple
12895,90,74,13.333,3.85066,0,1,0,2,light purple
12896,60,54,30.667,3.19438,0,0,0,0,pink
12897,120,103,88.0,3.17757,0,7,0,2,light purple
12898,225,195,40.0,5.22982,0,2,0,1,v.light purple
12899,300,266,83.333,2.67101,0,10,0,4,dark purple
12900,115,99,98.333,3.75778,0,0,0,2,light purple
12901,120,92,72.667,3.79032,0,9,0,2,light purple
12902,90,80,64.0,3.89357,0,3,0,2,light purple
12903,60,54,39.333,3.56621,0,4,0,0,pink
12904,143,115,187.333,3.66637,0,17,1,5,v.dark purple
12905,60,55,108.333,3.69978,0,2,0,0,pink
12906,120,117,29.333,3.39238,0,0,0,2,light purple
12907,180,139,28.667,3.27805,0,0,0,1,v.light purple
12908,150,141,79.0,4.15111,0,14,0,1,v.light purple
12909,120,109,147.0,3.98669,0,12,0,5,v.dark purple
12910,65,62,102.833,3.00788,0,0,1,0,pink
12911,116,100,77.333,4.8001,0,3,0,2,light purple
12912,90,88,2.0,3.33432,0,3,0,2,light purple
12913,161,106,286.0,4.66618,0,3,2,5,v.dark purple
12914,77,75,36.0,3.29998,0,2,0,0,pink
12915,34,29,106.833,4.56436,0,0,1,0,pink
12916,56,54,27.333,3.80169,0,1,0,0,pink
12917,60,56,47.333,3.19999,0,3,0,0,pink
12918,120,115,131.0,2.7983,0,9,2,5,v.dark purple
12919,90,63,58.667,2.46266,0,10,0,2,light purple
12920,197,173,202.5,3.55109,0,48,2,5,v.dark purple
12921,120,100,111.333,3.3853,0,11,0,5,v.dark purple
12922,60,56,47.333,4.5102,0,4,0,0,pink
12923,117,100,76.667,4.61189,0,15,2,2,light purple
12924,166,134,56.0,3.45321,0,15,0,1,v.light purple
12925,164,147,26.0,3.03106,0,0,0,1,v.light purple
12926,180,177,14.0,3.04924,0,0,0,1,v.light purple
12927,42,37,22.667,5.23969,0,0,0,0,pink
12928,111,98,172.333,4.02648,0,5,1,5,v.dark purple
12929,120,113,51.0,3.57735,0,5,0,2,light purple
12930,60,53,31.333,4.63486,0,0,0,0,pink
12931,124,114,102.0,2.90954,0,15,2,2,light purple
12932,120,112,158.0,3.53917,0,9,0,5,v.dark purple
12933,118,111,59.333,3.60588,0,1,0,2,light purple
12934,111,105,11.333,2.95001,0,0,0,2,light purple
12935,170,157,73.0,3.6521,0,12,0,1,v.light purple
